video_id,category_id,views,likes,dislikes,comment_count
jH2t4Tcl3Pg,10,739152,27815,519,1533
UhZ56rcWwRQ,1,2085048,23136,5247,5304
6LuHS7ZeSjE,23,1006724,36053,1207,2326
VdugkldCx10,10,154871,6992,187,364
zOgle88sKro,27,616077,22491,188,1058
9vlKOFd73XM,25,10283,49,23,25
w2Es7-c9GAk,10,1948989,9479,2489,2134
pmdVVDkvJXU,24,77512,1287,15,269
8HTdbCohTXY,25,22356,271,169,646
R8hccXRk3MI,24,584325,9360,1456,997
YkLzdHTv3G0,23,780237,36794,911,2003
FaJmopuuhZE,10,154779,4364,158,546
KQkkgD2p3Ow,10,312140,6831,506,1031
EbuCLC_wVlM,24,405190,16047,169,528
KIFiLnPHUoM,28,2318,45,5,7
aVpvVq_yZLM,25,167091,695,822,1243
XHkAjUVoQME,22,252545,3444,67,230
wFEAoF7RC7Y,10,86744,469,4,105
MfLcjWq6m9o,15,26294,828,33,52
iBy6XRHPODQ,24,889178,21883,142,1659
aD5dCMBeySA,22,96019,1112,44,190
wx-M8sxcOp8,17,1406368,10136,724,4522
X_tYrnv_o6A,27,461787,31134,228,3805
MVes87KrWvs,22,193775,22058,317,1020
iatq3Rn4vsg,24,309796,8835,173,1071
uLHygq6Mm-0,24,77093,1092,51,198
G_UHknhNbAQ,25,640307,17298,598,2844
vNya04dlC4I,24,61358,195,280,231
Nt4tJHp27u0,23,135041,8526,177,1063
WKcYTvyoidw,25,43450,1055,56,279
7cTi6PHUqMw,24,39232,1407,82,808
RO41_2cWSXA,10,22963,1934,75,307
2a52cBN9qOA,25,1921,10,2,16
7COF8AhH9Z8,25,29476,200,44,295
ZJDMWVZta3M,1,26072307,421289,11173,46619
qv9Gt38LOKQ,26,689783,25263,602,2593
aXLS_WDIugk,24,17322,47,1,1
f45Va7jMSx4,22,150443,4557,184,278
ZkPSbp3zTfo,24,3106800,59947,3576,6874
TIQqb80eg24,10,2367062,113404,1851,9797
Kn5UgGQukYQ,1,36931,0,0,0
8mCcM-PUmLM,22,2323954,117510,1367,10045
euaGS3tPRBw,1,2069960,26852,2020,2880
v6d1rShfyZk,22,3800,2,2,0
ai_UWoM37dI,24,6641750,358831,8604,100900
QY83PJXQYXc,17,27186,1573,42,258
NYizLfEYKuY,26,171352,2119,130,260
YcCrw6d3UX4,25,5939,56,27,55
aKPz583WRpQ,24,2426504,18376,658,2028
c9m52-psUmw,24,8784,27,8,85
caN18WcW5XU,10,130886,1591,41,123
k-qUBZWor4I,17,12616,17,7,53
9Tb3xPmr3yg,25,87426,586,58,565
6SjslBAJkJI,10,321421,13131,166,872
0s6-iFoCFNQ,24,2597987,26272,851,3807
cyhU06cXfeU,26,1342094,90612,853,14754
SW3X7-gk8q0,10,390353,35861,284,4331
U44YLdW9AL4,19,260171,11481,353,1654
QME3eyBXqpU,26,305993,5969,48,155
c8DogLWrs90,26,41758,1368,49,147
YRRczTwopgA,1,32642,2137,345,659
j7I-d1B6HwE,24,138237,371,124,88
qvLyNeMGdR4,24,1590,6,0,1
cH4E_t3m3xM,10,15982612,748479,15858,42404
mN4JWnTOSmg,22,23138,238,5,38
WeOwqu6gOPs,22,225591,10154,69,397
a9i2wTxsxV0,1,6046,16,0,4
wc4v9uT6GWc,25,24606,179,28,152
avDL9JRcmgs,22,4985,6,0,0
Q1EgRiVdT5w,26,172599,7332,239,343
TncLBbJ8SZo,28,13848,343,13,106
TyHvyGVs42U,10,91552137,2277789,110752,128071
F86S9Uc4mP4,24,987536,8917,767,3687
Djxjmq9pvrM,26,161370,4310,221,392
Y1n8F4uClUU,2,3393569,17209,1082,2778
_wS7seijyks,26,762659,22095,800,2917
BQ_0QLL2gqI,10,7190745,206122,2498,5739
jR5k_1Jgf2Y,24,8719,60,18,20
B4mK5OElAFQ,23,268148,17601,555,3972
hLgIghY-FGc,15,718343,40960,773,5595
PliRMGvytnA,24,2282302,95807,1075,10068
dpeDxEb9yeg,26,560687,17049,411,854
w8vsuOXZBXc,10,2899302,159586,3464,11535
NNywashg_mw,17,40497,210,42,113
wuEKwkTqdw4,25,25167,262,355,696
A6-P1-xxF9Y,22,83102,1236,523,0
VjEyUUQP1s8,28,3577,156,1,20
D818vkK10UQ,17,352528,11246,519,524
nfbwPTsowEA,24,786794,51831,1719,3459
asu37n6sEBY,10,597308,10554,566,504
r15_6z9xryo,19,2533102,19731,2011,1903
mqbwgqoF64Q,24,4830,26,0,4
jPkRGHivRD8,26,89479,3674,191,559
HHtfcjwHERA,26,5160,152,11,15
By6Mi7VlqcU,22,298927,2616,1556,1478
LmO1y1ISuak,28,51186,2106,22,320
RZU5HebzuP4,23,58619,263,24,20
b6fepBtNgVM,10,1128160,103999,406,4503
kz3MEd1Jr0Q,10,1888088,85515,1168,4044
EsBjHXCG4Us,27,527531,10200,540,2197
FZiCWBplZ90,23,355131,29282,494,2474
wPib0uRFmC0,28,122974,6200,41,401
p9wE8dyzEJE,1,4499836,16135,432,2809
6GT7PrIIS5I,26,372823,6433,766,534
88kkrRv1UgI,27,377704,14359,830,2056
wJh-jurxmGQ,24,159532,789,92,0
yef_HfQoBd8,24,823882,13276,561,1735
JANApS0P4z8,23,917612,67414,1364,4181
CzCfd0eaWoA,26,721104,61880,600,6587
xGz_FZ0ePwE,10,794249,12277,3226,5823
nGv8FK28g4s,26,152198,8093,284,1145
AxWxJNHoLC8,22,276444,9857,476,1258
qKh7JdoPZz4,23,122841,17594,74,4965
dHDn26UX4aw,23,225748,4579,453,877
kTlv5_Bs8aw,10,20565795,2320638,33225,477215
gwrfwx1QcDQ,26,1476167,247954,1269,45786
hXzcIoq2ing,2,357052,18377,468,2057
U22EEAK_VLc,26,45929,2713,72,179
LgmxMuW6Fsc,10,4351979,61246,3437,4476
hGoQ44SfV-c,26,185678,2988,351,838
VQdKe6_3PAU,1,76217,3797,135,636
kn4kBibdlWA,23,503630,5232,584,477
AcoALQl7jfA,23,316821,3433,396,623
jLZuaFZWa7A,17,593362,17722,815,2673
xArN1yUcXXc,24,23108,1042,57,122
4sXyLTk0IAQ,23,143375,2200,51,354
aobdrJr6UaE,26,44330,2142,263,289
nkXGohB02V0,15,900486,30503,690,1473
cHB_s970Uyw,24,5101674,134882,5368,16877
uUvgMnzplt4,23,1739960,126167,1374,11036
IumYMCllMsM,10,1179499,57995,825,2487
wV7RsaTY228,27,585014,12470,6178,4142
Z1rZAT2GtmI,23,2366705,50495,3313,5179
V3EYjVPRClU,10,2893385,118601,5203,11846
1lGHZ5NMHRY,28,1111552,26979,3442,0
Wen6VQS6NG4,28,870836,18996,1794,1998
LqSkYMmyUWU,1,355711,7620,126,966
_r9GPgvN8As,24,580111,6213,354,694
UiWGp8dFr5k,24,244926,2815,209,226
_EvMYEfF_hQ,24,12087480,419216,8825,31446
zYX1bgxEAhw,24,884295,25275,1038,0
I8TVdFbFMg4,28,837951,16328,1056,1715
OHOkdEBpwDc,24,1878391,90472,2656,15855
AFZZNlog8sA,10,4938,122,9,22
3IaL0li-LWU,28,209531,4407,860,4915
VfAOl67WcLY,23,1129790,37779,1452,1805
J6iyX87SBP0,1,328674,3634,921,703
I6N-XuYllgA,24,1878539,85734,1117,4369
NWQqJDGo4Z4,10,140321,2925,834,1141
EBt_88nxG4c,10,13469626,414637,16809,29968
9efQnL-nlUg,28,526038,15283,572,1526
Up09AUDzLVI,28,266263,10629,215,2351
KFaMZUarksA,10,2943061,135356,1907,9083
07bTt0BTi-U,24,636454,21191,671,3090
RP3UsFrDJfY,10,1177722,69124,1058,4681
fIElFIuzGLI,26,246160,6204,948,1360
1dQEfL2BfUM,24,244753,16170,298,777
G4BxOhJOmUw,24,1367820,36748,901,3496
puREqwXzyCI,23,199033,12327,919,1761
lJM8qqEy35c,25,215713,905,85,901
6VoJHrdoIJw,17,518561,9497,428,1200
s7wLPGmnahE,24,265571,1622,234,160
#NAME?,25,511637,2441,1160,1796
CzmIrPvIzxk,1,2498437,51600,1555,6193
uO_8d1t5Xh4,24,832700,28956,131,752
2Nlo2ekTRvI,1,2077292,40364,2051,6444
Lg5x-YWxpco,24,964585,10438,1193,5041
vFK7oWLWapc,1,292982,9945,1921,2783
FaxqVBYVOVU,20,206601,7613,84,580
M6LTqtYKDtI,10,1300636,50216,1370,3378
taxAD2LePy8,26,391542,35399,446,3782
5TLANg1GC7U,24,2998024,76981,1473,7999
CKPMAICRYuw,24,534419,9126,178,449
TSW9cla5bmw,24,120303,1762,73,194
GyvRamX1VyA,24,358932,14487,262,1230
Da2crn5NXc4,26,869739,62866,2436,613
OPaybxgucww,23,1026261,39665,878,1281
CxC161GvMPc,27,437107,18310,375,1280
vkHGedqmIPc,22,244813,14344,267,1071
yTyLXFAIfOI,26,41015,1242,44,152
0Rt329xQUjM,26,316469,10801,191,1127
#NAME?,17,2150064,8369,1656,828
0PW9MWDWLH8,22,134736,10351,58,875
TfHJJeiS-aI,24,183937,1929,53,143
eZQdQ5pV6EE,22,473307,27496,423,4263
lfkYyrhWphE,10,1812698,147018,826,8547
G_Pu00NmJfg,26,385128,9878,200,1026
fEjag-a7TyU,17,1222591,10700,558,740
4L-BPQVZYXM,28,1485140,52996,1250,5838
3oXhLdeuxDw,25,1061798,11294,336,1909
UQHSK-kgONk,10,222306,4755,69,303
HszBf-CJeVE,24,1333176,58897,662,2916
XcUiOyKclOI,10,96866,3920,30,266
X5DWRXTOUD0,26,706845,45182,1598,3703
kKFNThEiilU,22,102719,1366,390,575
BQC09Mdn24w,24,498545,31390,1519,3708
3k6RD9zVvpE,23,2986770,191695,1403,10888
Yhea380bYp0,10,187265,17909,138,1337
bAfn2duIlN8,22,168384,7596,291,1111
uU3kLBo_ruo,27,558128,24789,1520,4835
IuYFvaNHJug,10,196303,9603,124,415
7Bgj9c48zHU,24,98152,11743,98,3937
CWrjDoEBQsw,26,575783,22211,282,2061
SJUhFjNfaZY,10,67302,481,42,70
FTv-CE43PpM,24,85921,1913,200,822
tj3EKWwIulQ,24,3560,0,0,0
aZdkR_WhA5Q,23,1487017,48160,1964,1788
VdugkldCx10,10,194452,7843,213,417
vSRAOvhFF1I,24,89126,8490,97,388
leFNoUJmJ9o,22,24699,1859,10,299
i2ZHwnKVXK0,23,155479,5151,86,356
_akwfRuL4os,22,193362,0,0,1958
fbL1ZoAQgUU,28,1208516,9376,394,2272
#NAME?,23,639982,16519,1243,1739
Ft-cmkjgOlk,1,17592,185,22,60
PE7ZhHirBFk,26,21764,1305,25,217
jH2t4Tcl3Pg,10,780412,28272,545,1543
EbuCLC_wVlM,24,423437,16388,177,541
UhZ56rcWwRQ,1,2230014,23707,5378,5447
pmdVVDkvJXU,24,83770,1380,16,270
6LuHS7ZeSjE,23,1068698,37252,1260,2391
zOgle88sKro,27,624800,22716,191,1058
FaJmopuuhZE,10,165295,4513,169,555
w2Es7-c9GAk,10,1985412,9597,2542,2101
dLRZTBtdMUg,10,192162,3262,129,145
8HTdbCohTXY,25,22707,273,170,649
KQkkgD2p3Ow,10,353125,7184,550,1074
YkLzdHTv3G0,23,791342,37109,918,2021
R8hccXRk3MI,24,605079,9490,1488,1006
RO41_2cWSXA,10,25923,2020,83,330
KIFiLnPHUoM,28,2519,48,6,7
aVpvVq_yZLM,25,167672,695,830,1234
wFEAoF7RC7Y,10,86819,469,4,105
uLHygq6Mm-0,24,82493,1103,54,210
XHkAjUVoQME,22,261021,3613,72,227
MfLcjWq6m9o,15,27805,855,33,45
9vlKOFd73XM,25,10492,49,23,25
wx-M8sxcOp8,17,1440063,10232,743,4606
ZJDMWVZta3M,1,29964922,431134,12821,47119
iBy6XRHPODQ,24,976530,22988,154,1665
aD5dCMBeySA,22,118036,1304,51,214
MVes87KrWvs,22,200169,22509,331,1011
iatq3Rn4vsg,24,323050,9129,175,1089
WKcYTvyoidw,25,44313,1073,56,288
X_tYrnv_o6A,27,476231,31793,231,3874
2a52cBN9qOA,25,2047,12,2,16
G_UHknhNbAQ,25,651781,17478,604,2845
vNya04dlC4I,24,62034,197,281,235
7cTi6PHUqMw,24,39732,1419,85,817
ZkPSbp3zTfo,24,3217681,61196,3663,6945
7COF8AhH9Z8,25,29845,202,44,301
Nt4tJHp27u0,23,136984,8617,178,1054
ai_UWoM37dI,24,6840883,364594,8796,102695
aXLS_WDIugk,24,17466,47,1,1
TIQqb80eg24,10,2466364,116011,1901,9889
qv9Gt38LOKQ,26,707073,25492,607,2619
f45Va7jMSx4,22,154922,4594,185,281
8mCcM-PUmLM,22,2356541,118514,1389,10087
Kn5UgGQukYQ,1,37183,0,0,0
Y8JGfi4MJ8k,10,26482,78,1,7
euaGS3tPRBw,1,2106852,27229,2046,2921
aKPz583WRpQ,24,2532012,19007,696,2079
QY83PJXQYXc,17,27626,1588,43,258
v6d1rShfyZk,22,4114,2,2,0
NYizLfEYKuY,26,174561,2138,133,213
YcCrw6d3UX4,25,6062,56,28,53
0s6-iFoCFNQ,24,2705161,26865,883,3886
QME3eyBXqpU,26,318669,6130,48,158
SW3X7-gk8q0,10,414502,36446,296,4391
WeOwqu6gOPs,22,238671,10592,74,406
c9m52-psUmw,24,8950,28,9,6
6SjslBAJkJI,10,356186,13517,191,883
caN18WcW5XU,10,136657,1629,41,125
cH4E_t3m3xM,10,18525720,779040,16745,43270
k-qUBZWor4I,17,12904,18,7,51
9Tb3xPmr3yg,25,88352,590,58,598
cyhU06cXfeU,26,1403597,92299,875,15102
c8DogLWrs90,26,43651,1411,49,148
YRRczTwopgA,1,33343,2158,358,611
mN4JWnTOSmg,22,25114,261,6,39
U44YLdW9AL4,19,265812,11619,356,1665
qvLyNeMGdR4,24,1634,6,0,1
j7I-d1B6HwE,24,138796,371,124,87
a9i2wTxsxV0,1,6082,16,0,7
avDL9JRcmgs,22,5439,8,0,0
wc4v9uT6GWc,25,24715,180,28,152
Djxjmq9pvrM,26,166906,4418,226,399
F86S9Uc4mP4,24,1046165,9367,817,3867
Q1EgRiVdT5w,26,178433,7481,249,342
_wS7seijyks,26,799870,22537,805,2942
TncLBbJ8SZo,28,14175,344,13,106
BQ_0QLL2gqI,10,8076063,214451,2661,5863
Y1n8F4uClUU,2,3460380,17465,1099,2794
TyHvyGVs42U,10,102012605,2376636,117196,134224
jR5k_1Jgf2Y,24,8798,60,18,20
NNywashg_mw,17,41824,212,42,116
wuEKwkTqdw4,25,25203,263,355,688
PliRMGvytnA,24,2316153,96546,1087,10106
A6-P1-xxF9Y,22,83369,1237,526,0
hLgIghY-FGc,15,818533,42798,855,5748
VjEyUUQP1s8,28,3643,159,1,20
D818vkK10UQ,17,357054,11333,522,527
b6fepBtNgVM,10,1225591,108292,447,4668
nfbwPTsowEA,24,816073,52579,1727,3586
jPkRGHivRD8,26,90923,3722,192,563
mqbwgqoF64Q,24,5169,27,0,4
qXivpclxftM,23,2519348,188159,3406,22861
yef_HfQoBd8,24,1776191,21783,1286,2426
wppAQ8uZpfQ,23,332886,20045,2236,2910
JANApS0P4z8,23,1880647,93713,2866,6116
515lLZS082U,24,156420,8285,103,556
iA5u80nS1PQ,23,931112,33197,1100,3170
CzCfd0eaWoA,26,1128222,81135,939,7994
AxWxJNHoLC8,22,634223,16930,1263,2353
H-kKZujl8CI,25,82532,271,92,82
F1b5ouja_VI,23,580931,37620,402,1730
pmS2oJQ8SIs,17,95487,391,199,181
VSJ0STT8JRw,23,601493,22868,709,1925
sfweKCYOPFc,26,146011,1691,1178,302
NDBwsMIXlMk,24,248455,7174,200,1291
Bzji05zubSc,24,437779,3257,234,1044
f9psILoYmCc,25,93383,3108,124,376
dHDn26UX4aw,23,643906,10578,1032,1713
_6uvQtccJss,26,987801,63319,938,43678
nGv8FK28g4s,26,323900,12552,683,1640
xGz_FZ0ePwE,10,981702,14393,3487,6645
qKh7JdoPZz4,23,230959,24951,204,6323
uPyLIBSVrMw,24,1491606,123687,476,22490
xArN1yUcXXc,24,117595,1929,244,198
t4ZsyO1n-kA,24,740933,20197,236,1406
U22EEAK_VLc,26,109604,4237,142,326
hXzcIoq2ing,2,513277,21468,715,2282
kTlv5_Bs8aw,10,24628712,2454898,37133,502471
gwrfwx1QcDQ,26,1743662,267168,1618,48097
hGoQ44SfV-c,26,375527,4887,557,1359
dpLrlEBFq-0,23,4754605,204004,7382,14034
aobdrJr6UaE,26,96042,3512,412,476
VQdKe6_3PAU,1,129132,4645,203,728
VoAzRs3sE70,26,229631,4952,264,374
LgmxMuW6Fsc,10,5396039,71162,3968,5058
VUbsFtLkGN8,25,831957,24840,1128,3651
kn4kBibdlWA,23,671488,6226,721,668
jLZuaFZWa7A,17,691701,18624,925,2827
AcoALQl7jfA,23,364033,3749,459,624
4sXyLTk0IAQ,23,289566,3965,118,627
wV7RsaTY228,27,611246,12817,6231,3100
nkXGohB02V0,15,1042171,32444,765,1428
IumYMCllMsM,10,1878816,76748,1187,2994
cHB_s970Uyw,24,5487533,140714,5668,17320
uUvgMnzplt4,23,2073237,137649,1670,11408
5WUDfviiKRE,27,16823,93,275,172
Wen6VQS6NG4,28,922483,19558,1886,2057
V3EYjVPRClU,10,3635144,133232,5990,12704
PtNRJvsLHV0,22,11028,255,35,28
1lGHZ5NMHRY,28,1221280,28595,3714,0
_r9GPgvN8As,24,718243,7249,450,909
LqSkYMmyUWU,1,430729,8851,157,1118
UiWGp8dFr5k,24,288379,3025,272,353
3IaL0li-LWU,28,219585,4512,903,4952
npcqBt_e4k0,24,318249,4145,110,438
J6iyX87SBP0,1,341247,3691,956,723
I8TVdFbFMg4,28,890115,16753,1102,1564
_EvMYEfF_hQ,24,12667200,429398,9124,31121
VfAOl67WcLY,23,1186840,38511,1492,1985
zYX1bgxEAhw,24,951419,26783,1121,0
AFZZNlog8sA,10,13855,266,22,38
I6N-XuYllgA,24,2108624,92292,1195,4612
9efQnL-nlUg,28,537796,15433,582,1543
OHOkdEBpwDc,24,1917514,91672,2715,16138
NWQqJDGo4Z4,10,155975,3059,882,1238
Up09AUDzLVI,28,280635,10835,228,2359
07bTt0BTi-U,24,676077,21918,705,3146
EBt_88nxG4c,10,15682850,444728,18376,31578
fIElFIuzGLI,26,266089,6459,991,1478
lJM8qqEy35c,25,222311,933,89,905
KFaMZUarksA,10,3225295,140180,2048,9448
1dQEfL2BfUM,24,260006,16755,307,772
6VoJHrdoIJw,17,526000,9594,438,1209
puREqwXzyCI,23,212257,12591,978,1819
RP3UsFrDJfY,10,1307208,71238,1114,4661
0dSR-9mtuzk,24,520637,14005,224,621
s7wLPGmnahE,24,281564,1698,243,167
CzmIrPvIzxk,1,2739579,53173,1703,6492
2Nlo2ekTRvI,1,2224728,41769,2191,6694
Lg5x-YWxpco,24,1042089,10985,1255,5353
G4BxOhJOmUw,24,1402821,37301,910,3553
#NAME?,25,524511,2477,1184,1819
vFK7oWLWapc,1,315296,10321,2016,2950
yTyLXFAIfOI,26,52109,1411,50,164
FaxqVBYVOVU,20,228805,8353,98,631
TSW9cla5bmw,24,128215,1819,81,202
taxAD2LePy8,26,411159,36607,467,3884
CKPMAICRYuw,24,554250,9325,180,459
Da2crn5NXc4,26,947414,66134,2670,765
M6LTqtYKDtI,10,1420335,51801,1441,3499
5TLANg1GC7U,24,3125568,78158,1514,7751
OPaybxgucww,23,1086220,40602,902,1302
GyvRamX1VyA,24,409630,15908,294,1289
TfHJJeiS-aI,24,190994,1967,54,147
vkHGedqmIPc,22,253059,14632,274,1078
CxC161GvMPc,27,454001,18879,385,1295
MU29Wqg_BVo,19,72789,5211,29,315
0Rt329xQUjM,26,330100,11083,203,1142
0PW9MWDWLH8,22,140694,10625,61,873
#NAME?,17,2318522,8722,1686,871
lfkYyrhWphE,10,1964795,150293,876,8672
UQHSK-kgONk,10,242776,4960,73,312
3oXhLdeuxDw,25,1086098,11497,352,1930
G_Pu00NmJfg,26,405836,10183,208,1052
4L-BPQVZYXM,28,1515285,53605,1278,5866
eZQdQ5pV6EE,22,486452,27918,430,4290
kKFNThEiilU,22,151705,1407,391,584
HszBf-CJeVE,24,1419942,61888,709,3106
XcUiOyKclOI,10,107273,4197,37,286
Yhea380bYp0,10,207033,18192,164,1295
bAfn2duIlN8,22,178072,7822,299,1208
3k6RD9zVvpE,23,3203154,197222,1453,11330
X5DWRXTOUD0,26,728354,46195,1640,3741
tj3EKWwIulQ,24,3780,0,0,0
BQC09Mdn24w,24,514444,31918,1539,3863
CWrjDoEBQsw,26,598891,22754,295,2099
uU3kLBo_ruo,27,572898,25229,1545,4896
7Bgj9c48zHU,24,107174,12392,101,4099
VdugkldCx10,10,228114,8545,241,493
aZdkR_WhA5Q,23,1549556,49052,1997,1835
FTv-CE43PpM,24,90131,1958,216,846
fbL1ZoAQgUU,28,1234081,9477,395,2293
vSRAOvhFF1I,24,93508,8668,108,398
fEjag-a7TyU,17,1237792,10780,562,746
leFNoUJmJ9o,22,26302,1904,11,304
i2ZHwnKVXK0,23,165000,5280,90,359
dLRZTBtdMUg,10,201114,3315,128,145
UhZ56rcWwRQ,1,2304396,24067,5459,5569
IuYFvaNHJug,10,212237,9987,132,422
_akwfRuL4os,22,196933,0,0,1947
Ft-cmkjgOlk,1,19639,204,24,72
SJUhFjNfaZY,10,69982,498,42,74
w2Es7-c9GAk,10,2016852,9691,2595,2112
jH2t4Tcl3Pg,10,816960,28643,573,1560
PE7ZhHirBFk,26,22786,1349,25,221
YkLzdHTv3G0,23,800625,37372,926,2022
EbuCLC_wVlM,24,437349,16642,179,537
6LuHS7ZeSjE,23,1112006,38196,1299,2436
FaJmopuuhZE,10,176102,4642,174,564
pmdVVDkvJXU,24,90507,1454,16,278
wx-M8sxcOp8,17,1462885,10301,751,4623
uLHygq6Mm-0,24,86386,1108,57,202
KQkkgD2p3Ow,10,383461,7460,587,1089
R8hccXRk3MI,24,626248,9632,1519,1015
8HTdbCohTXY,25,22974,276,170,654
6JvRVILczps,17,957603,1236,15,49
zOgle88sKro,27,632018,22877,193,1065
RO41_2cWSXA,10,27710,2073,89,350
KIFiLnPHUoM,28,2691,51,6,8
aVpvVq_yZLM,25,170075,696,849,1257
XHkAjUVoQME,22,266915,3722,75,246
wFEAoF7RC7Y,10,86861,469,4,106
qv9Gt38LOKQ,26,726679,25676,614,2624
MfLcjWq6m9o,15,29000,869,33,47
iatq3Rn4vsg,24,340965,9448,181,1113
ZJDMWVZta3M,1,34043133,439742,14616,47894
9vlKOFd73XM,25,10621,49,23,26
MVes87KrWvs,22,206100,23034,335,1057
X_tYrnv_o6A,27,490106,32341,236,3961
aD5dCMBeySA,22,140005,1518,57,240
WKcYTvyoidw,25,45118,1092,56,289
2a52cBN9qOA,25,2171,12,2,17
gO_QM9oUcM0,22,87105,406,27,140
vNya04dlC4I,24,62469,199,281,236
ZkPSbp3zTfo,24,3320677,62276,3745,7079
TIQqb80eg24,10,2535143,117722,1937,10040
7cTi6PHUqMw,24,40251,1426,85,822
8mCcM-PUmLM,22,2382878,119254,1404,10148
NYizLfEYKuY,26,195525,2205,148,231
euaGS3tPRBw,1,2143706,27662,2086,2934
7COF8AhH9Z8,25,30156,203,46,301
ai_UWoM37dI,24,6988208,368569,8898,103635
Nt4tJHp27u0,23,138467,8693,179,1060
aXLS_WDIugk,24,17616,49,1,2
QY83PJXQYXc,17,27862,1605,44,260
f45Va7jMSx4,22,157286,4637,187,281
Y8JGfi4MJ8k,10,26710,78,1,8
Kn5UgGQukYQ,1,37346,0,0,0
aKPz583WRpQ,24,2659593,20003,723,2151
v6d1rShfyZk,22,4386,2,2,1
SW3X7-gk8q0,10,437509,36907,306,4449
YcCrw6d3UX4,25,6183,56,29,54
0s6-iFoCFNQ,24,2788162,27260,896,3970
cyhU06cXfeU,26,1456636,93590,895,15339
mN4JWnTOSmg,22,27571,286,6,41
6SjslBAJkJI,10,382766,13924,211,894
cH4E_t3m3xM,10,20752341,804496,17557,44075
QME3eyBXqpU,26,327739,6231,52,160
c9m52-psUmw,24,9078,28,9,7
caN18WcW5XU,10,140887,1659,41,127
k-qUBZWor4I,17,13016,18,8,52
9Tb3xPmr3yg,25,88952,591,59,594
YRRczTwopgA,1,34059,2183,375,622
U44YLdW9AL4,19,270360,11727,359,1685
qvLyNeMGdR4,24,1689,7,0,2
j7I-d1B6HwE,24,139186,371,124,88
WeOwqu6gOPs,22,247842,10893,76,373
Xk_Gv89jzas,2,4524,44,7,9
a9i2wTxsxV0,1,6122,16,0,8
F86S9Uc4mP4,24,1080069,9673,857,4038
avDL9JRcmgs,22,5696,8,0,1
THr_seahKUI,25,249943,8353,5345,4437
uZ1M3DkKCEI,10,1361217,107470,4720,10223
5qxqo2CQakA,23,656403,24365,3926,2594
515lLZS082U,24,2154309,43029,2294,2543
UVaeRX9LybU,22,491113,39786,932,10542
NKin_i1pcFA,2,705169,21050,532,5784
QzfnWcHhdyQ,17,1172709,11033,958,3510
UqItlHUSN-4,10,849365,63174,1465,7191
f3uZxD39awA,24,185894,1499,564,1180
2mrOcJNPxEc,25,117714,858,229,534
GBhrvR838Ag,25,31055,326,169,338
w2A8q3XIhu0,27,306872,17220,146,1018
2fGXDFiFBhg,28,3412680,168804,13699,46196
LQicq60aJaw,25,219570,2702,223,950
o7OwzKm8aa0,23,161404,16482,180,1649
wppAQ8uZpfQ,23,644576,29669,4862,4963
sOIBkZsGb0A,23,91925,4113,211,475
QssLKnUk6pg,24,142846,3222,81,360
lOT0GOyw2pY,25,553261,16396,1892,4204
d-NCySETRIc,24,367311,6292,139,553
m7CtnR47w20,28,203696,14631,165,1373
H-kKZujl8CI,25,422732,851,328,253
KrxDhokzEv4,26,388786,18376,412,3290
IOuFE-6Awos,24,1548962,122670,1421,15016
X26e3rK5SSM,10,664666,6622,1939,4283
JANApS0P4z8,23,2304546,104018,3396,6069
bkwLxcfcKTY,26,27067,1698,43,221
XAzqBDFs418,23,719229,76088,611,4569
AV5TOlGFHk0,28,128133,4146,387,3677
qXivpclxftM,23,3003970,203312,4102,24827
RQOgG4MLh1I,24,414269,15405,125,0
iA5u80nS1PQ,23,1167158,36480,1340,3596
aQzai9oXb-g,26,333229,13841,233,903
AxWxJNHoLC8,22,756320,18776,1508,2252
sfweKCYOPFc,26,265774,2209,2047,494
CzCfd0eaWoA,26,1239500,85638,1024,7844
VKW64fQwzRc,17,29733,290,18,168
SCR1KeLDZxw,26,17372,504,23,81
Bzji05zubSc,24,613960,3843,357,1219
F1b5ouja_VI,23,646729,38963,479,1808
pmS2oJQ8SIs,17,116336,441,233,229
VSJ0STT8JRw,23,690690,24559,802,2015
Ort8rZdpoXo,24,12649,56,35,107
8pffcngJJq0,25,167753,238,74,0
dHDn26UX4aw,23,810165,12137,1220,1823
xArN1yUcXXc,24,170955,2254,333,265
NDBwsMIXlMk,24,456193,9501,294,1678
_6uvQtccJss,26,1124215,68505,1102,47185
nGv8FK28g4s,26,364786,13622,776,1747
xGz_FZ0ePwE,10,1080099,15794,3563,7262
qKh7JdoPZz4,23,259627,26760,237,6667
t4ZsyO1n-kA,24,918520,21270,265,1450
uPyLIBSVrMw,24,1591276,128905,506,23268
U22EEAK_VLc,26,133517,4763,161,356
f0H4h0sfZIU,22,27779,49,7,34
aobdrJr6UaE,26,112061,3852,445,474
hXzcIoq2ing,2,587887,22766,784,2507
hGoQ44SfV-c,26,499890,6300,659,1647
kTlv5_Bs8aw,10,27661280,2542861,41121,519092
gwrfwx1QcDQ,26,1884421,275221,1711,43655
VoAzRs3sE70,26,254251,5237,328,423
VQdKe6_3PAU,1,139496,4833,229,631
dpLrlEBFq-0,23,5160496,212394,7879,13480
wgiW1uFZYr8,27,124380,6042,119,713
2UPIKvHp_m8,25,3634,19,2,2
LgmxMuW6Fsc,10,6437564,78029,4275,5298
AcoALQl7jfA,23,392204,3991,469,623
kn4kBibdlWA,23,784451,6845,772,758
