reviewerID,unixReviewTime,summary,reviewText,recommend
A2NOZB6VZCTOI4,1085356800,The Best Overall Travel Magazine I Have Found,"I think that in terms of overall content presented, 'Conde Nast Traveler' is the best travel magazine currently on the market. Some other reviewers have raised some valid points concerning article length, and bias toward upscale properties. I think that there are other magazines that might be more suitable for others, including 'Budget Travel' and 'National Geographic Traveler', both of which I also subscribe to and enjoy, though they both have their limitations and issues as well.<br />So what sets 'Conde Nast' apart? I think it is the willingness to find new and exciting vacation destinations that are still reasonable enough to get to as to make them worthwhile to a large audience. Some of the more exotic magazines have great articles on hiking in Tibet and the like, but how many people are really able to do that (or can afford to do it?) My point is that although it is by no means perfect, I think the editors and writers do consciously strike a balance between the too mundane and too exotic (and expensive) and attempt to focus the majority of the magazine in that area.<br />This is just too good of a magazine to pass up. The 'Deals of the Month' section alone justifies the price. Of all the travel magazines I read on a monthly basis (currently four) 'Conde Nast Traveler' is my favorite and I highly recommend it.",1
A2JJGIJI8X6KRS,1056067200,"Definately a ""Keeper"" for me","I used to subscribe to well over 16 Magazine Publications I trimmed back to only subscribing to 3 in the last 3 years well this one I added recently.<br />Wonderful pictures, articles that are interesting and informative. You can tell when a magazine is good when you pick it up repeatedly to read. I save all of these magazines to share with friends and associates. I don't find it to be on the ""high end"" I think they have enough information in each issue for everyone. I also agree with what one of my fellow reviewers stated this magazine hasn't been bogged down with advertisements yet, so therefore you are definately getting enough articles, reports, money saving tips and reader comments to fill up these pages.<br />It is well worth the money and I have renewed twice now.... and that coming from someone who is VERY selective of what Magazine publications come to my door is a HUGE Compliment.<br />Respectfully Reviewed",1
A2EKVE9ATJ0VQX,1446336000,Five Stars,Great magazine,1
A1CZ0H1CN8L13F,1454025600,Read about what the different people think.,I love  this magazine!,1
A9N0IJ7IMC6SM,1360022400,Better Homes and Garden,Great magazine for women of all ages. Good recipes and ideas and articles. This was a gift and they loved it.,1
A37RU05KAAM3KR,1412726400,Great,Love this mag and so do the people that come into my work. I see it is often one of the most picked to read.,1
A25HCQE1XVMAO3,1445644800,Five Stars,Excellent mag for teen boys.,1
A70CKQ0ZITPIC,1357430400,Quick read,"This is a quick read magazine.  I usually get some sort of idea from each issue.  I do get tired of white walls, though (their go-to wall standard in the featured homes) and I'm never gonna be a decorative spend hours on food and crafts kind of mom - but there are some decorating ideas i use.  So long as i never have to pay more than a dollar an issue, i'll keep ordering it.",1
A1LESMGKXUXMX5,1357430400,Good Magazine,I like this magazine and I am a guy! It gives me just enough tips and ideas to keep the place looking good. I don't use any cooking or recipe ideas as I cannot cook! I love the Amazon auto renewal because I can ignore all the renewal notices that come in the mail.,1
A2KEE2U6XXU9IB,1356393600,Great articles,I like all of the articles and ideas in BH&G. There are always beautiful pictures and descriptive articles as well as resources. I also like that they feature many of my favorite bloggers and some new ones for me to check out.,1
A301ZGFMBFN8UX,1409788800,"Chalked Full of Tips, Ideas, and Suggestions Every Month!","One of the most handy magazines that I get!  Every issue is full of tips and ideas that make my home improvement projects easier and less complicated.  I can't tell you how much I have learned from reading this magazine and I just renewed my subscription thru 2017!  Today is September 4, 2014!",1
AYAAX783KRCJZ,1353715200,Love Better Homes and Gardens,"This has always been a favorite magazine because of it's beautiful photography, good recipes, and decorating ideas.  (Stay away from auto-renewal if you don't like surprises! ) Highly recommended",1
A1LUTC4A8E99WF,1508976000,Lots of adds,Ok,1
A3NYBKLV3VFQZG,1407542400,Five Stars,what i wanted,1
A35W3JQYP0M655,1296432000,A Subscription To Ads,"I started receiving Better Homes (BH) last year sometime as a free subscription.  I never signed up for it or sent anything in, it just started arriving on a free trial basis for about 6 months.  BH is not something I would normally think of subscribing too, but for free, I thought why not.  However it wasn't long before the magazine would arrive in the mail and it would either be flipped through for a couple of minutes and then trashed, or just trashed outright.  It truly was that uninteresting to me. I subscribe to about 4 other magazines and this is the only one I didn't think was worth it, even for free.  The magazine is thick and heavy, but its all Ads.  I mean this magazine starts out with 20 pages of Ads before you even get to the table of contents.  The other reviewer here that talked about it being aggravating the way you have to navigate through all the ADs, cards, and other offers to find the few articles that there are is absolutely right.  A 3 page article can be spread out over a dozen pages just because of the Ads.  The price of this magazine is certainly cheap enough.  On the surface it appears a downright bargain.  But the whole saying about getting what you pay for applies here for sure.  For some folks it may still be worth it of they happen to be the type that enjoy looking at and reading a bunch of glossy Ads.  If you're one of those types,BH is right up your alley.  For the rest of us that enjoy genuine articles and less fanfare, my suggestion is pass up Better Homes...",0
ACW9ZM5S4BKPO,1512604800,Too expensive for my taste!,Too expensive for my taste!,0
A3EISFBTLEQC69,1268784000,"Great Magazine for the ""settled "" woman","When I was in my 20's I do not think these magazine would have been for me.  But now that I am a home owner with a family I love to look through it!  I guess different things are exciting now:)  What I like about the magazine is that it has a lot of areas they cover, from recipes, to crafting, to everything for the home.  It is not quite Martha Stuart fancy,more like ""the real woman's Martha Stuart!).<br /><a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Voice-Lessons-To-Go-v-1-4-The-Complete-Set/dp/B0019HBVFQ/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Voice Lessons To Go v. 1-4 The Complete Set</a>",1
A1LUTC4A8E99WF,1507939200,,My FAV!!!!!,1
A3E90BH4019TC,1441152000,Three Stars,OK,1
AEFAZU2T4NYTR,1492819200,Five Stars,great mag,1
A3EAMIMS5I3L22,1155600000,The Magazine Diva Says........,This mag needs a new editor. I haven't seen anything interesting in Better Homes for six months. Maybe they are spread too thin with their website and contests.,0
A2BSKT65F16LAQ,1490313600,Subscription,Great magazine,1
A1VFG5SVYMBH7K,1447545600,Three Stars,Don't know why this keeps popping up,1
